,Date,Location,Shape,Duration,Population,Count
39159,1999-04-15," Fyffe, AL", rectangle,2-3 minutes,1018.0,8
23407,1999-04-16," Iowa City, IA", circle,3-5 Minutes ?,67862.0,5
2501,1999-04-17," Parkersburg (just outside of, on route 50 east), WV", triangle,3 min.,31492.0,3
2475,1999-04-18," Ventura, CA", light,20-30 minutes,,3
10337,1999-04-19," Milford, CT", circle,1 min or less,51271.0,4
2907,1999-04-20," Rockingham (by Racetrack), NC", triangle,3 min,9558.0,4
2453,1999-04-21," Kennewick, WA", circle,3-4 seconds,73917.0,4
2922,1999-04-22," Battle Creek (Three Rivers event, near event 1), MI", unknown,1hour,52347.0,7
10836,1999-04-23," Wanamingo, MN", triangle,1 minute,1086.0,3
2663,1999-04-24," Las Vegas, NV", light,15 minutes,583756.0,8
4900,1999-04-25," Ann Arbor, MI", formation,15 sec,113934.0,6
2505,1999-04-26," Model, CO", light,2 minutes,,1
2473,1999-04-27," Casa Grande, AZ", other,15 min,48571.0,4
2486,1999-04-28," Santa Cruz, CA", fireball,5-10 minutes,59946.0,2
2471,1999-04-29," Chicago (southwest suburbia), IL", light,About 1 minutes,2695598.0,1
2515,1999-04-30," Novato, CA", fireball,3 sec.,51904.0,2
38866,1999-05-01," Lewisburg, PA", triangle,Four Seconds,5792.0,14
2618,1999-05-02," Lake Elsinore, CA", other,50-60 seconds,51821.0,5
2959,1999-05-03," Oklahoma City, OK", flash,2 seconds,579999.0,2
2492,1999-05-04," Richmond, VA", disk,4 min.,204214.0,2
12531,1999-05-05," Orlando, FL", other,05 mins.,238300.0,8
9970,1999-05-06," Cranston, RI", egg,3 seconds,80387.0,6
2731,1999-05-07," Phoenix, AZ", sphere,15 seconds,1445632.0,2
2597,1999-05-08," Tarrant (Robinwood), AL", triangle,5minutes,6397.0,3
6390,1999-05-09," East Liverpool, OH", disk,minute,11195.0,2
8850,1999-05-10," Little Rock, AR", triangle,5 Minutes or so,193524.0,5
2564,1999-05-11," Monroe, LA", light,15 seconds,48815.0,5
2542,1999-05-12," Potsdam, NY", sphere,40sec.,9428.0,3
2576,1999-05-13," Memphis, TN", sphere,4 -5 seconds,646889.0,8
5164,1999-05-14," Macomb, IL", formation,6 minutes,19288.0,4
31898,1999-05-15," Ashtabula, OH", cigar,Very Brief,19124.0,9
13909,1999-05-16," Manchester, NH", triangle,Not Sure,109565.0,6
2589,1999-05-17," Royal Oak, MI", triangle,6 seconds,57236.0,1
3143,1999-05-18," Tombstone, AZ", egg,20 minutes,1380.0,10
29995,1999-05-19," Bakersfield, CA", circle,30 sec,347483.0,6
34183,1999-05-20," Jonesboro, IN", sphere,about 30 minutes,1756.0,9
10387,1999-05-21," Patterson, CA", light,20min,20413.0,2
2611,1999-05-22," Lansdowne, PA", flash,20,10620.0,3
2612,1999-05-23," Spanaway, WA", other,5-7 seconds,27227.0,3
2632,1999-05-24," Glendale, AZ", disk,3 min.,226721.0,4
12029,1999-05-25," Poulsbo, WA", cigar,30 min,9200.0,1
16194,1999-05-26," Arco, ID", circle,20min,995.0,3
2644,1999-05-27," Bothell, WA", light,6 seconds,33505.0,3
19670,1999-05-28," Half Moon Bay, CA", unknown,8 seconds,11324.0,1
11239,1999-05-29," Westport, WA", sphere,1 hour,2099.0,3
4901,1999-05-30," El Paso, TX", sphere,15Min,649121.0,6
2629,1999-05-31," Colorado Springs, CO", cylinder,10min+,416427.0,2
40261,1999-06-01," Breckenridge, MN", disk,2:00 min,3386.0,24
20834,1999-06-02," Daytona Beach, FL", triangle,Several Mintutes,61005.0,2
2908,1999-06-03," Burlington, WV", other,5 or 6 seconds,182.0,5
2801,1999-06-04," Somerville, NJ", light,15sec,12098.0,2
15297,1999-06-05," Wilmington, DE", egg,5 minutes,70851.0,4
18018,1999-06-06," Bangor, ME", light,2-3 minutes,33039.0,7
4399,1999-06-07," Vancouver, WA", sphere,21:45,161791.0,4
2882,1999-06-08," Pasco, WA", light,7-10 min.,59781.0,6
22281,1999-06-09," Everett, WA", disk,25 minutes or so,103019.0,6
2848,1999-06-10," Sleepy Hollow, NY", circle,2 minutes,9870.0,4
3641,1999-06-11," Little Rock, AR", triangle,3 to 5 minutes,193524.0,4
11801,1999-06-12," Wichita, KS", cylinder,2 MINUTES,382368.0,6
3373,1999-06-13," Arvada, CO", light,20 minutes,106433.0,4
14880,1999-06-14," Kennewick, WA", sphere,5 minutes,73917.0,4
32457,1999-06-15," St. Charles, MO", rectangle,15Min,65794.0,24
7755,1999-06-16," Savannah, GA", other,2minutes,136286.0,5
4258,1999-06-17," Santee, CA", sphere,3 min.,53413.0,5
2911,1999-06-18," Portland, OR", cigar,5 mins.,583776.0,7
14977,1999-06-19," Kansas City, MO", disk,unknown,459787.0,7
21245,1999-06-20," Palmetto, GA", circle,1-2 minutes,,11
27385,1999-06-21," Hiko (outside of ), NV", sphere,seconds,119.0,4
3704,1999-06-22," Louisville (90 minutes out of, Camp Crooked Creek), KY", unknown,30 seconds,597337.0,3
6030,1999-06-23," Orchard Park, NY", disk,1 minute,3246.0,4
4691,1999-06-24," Seattle (Fremont Bridge), WA", sphere,2 sec.,608660.0,6
31846,1999-06-25," Idaho Falls, ID", unknown,10 seconds,56813.0,4
2768,1999-06-26," Sacramento, CA", light,2-3 minutes,466488.0,2
12166,1999-06-27," Overland Park, KS", circle,1 1/2 minutes,173372.0,5
3376,1999-06-28," Cedar Park, TX", cylinder,"few seconds,twice",48937.0,2
12808,1999-06-29," Phoenix, AZ", rectangle,2 minutes,1445632.0,4
2853,1999-06-30," Port Isabel (South Padre Island-beach), TX", oval,12 seconds,5006.0,3
37839,1999-07-01," Dannemora, NY", unknown,an hour (?),3936.0,15
10412,1999-07-02," Grand Rapids, MI", light,40 to 60 seconds,188040.0,7
6919,1999-07-03," Bedford/Carlise, MA", light,15-20 seconds,,2
23984,1999-07-04," Fremont, OH", circle,4 th of july,16734.0,14
4834,1999-07-05," State College, PA", other,5 min,42034.0,6
41008,1999-07-06," Omaha (~ 60 mi. NW of), NE", triangle,5 minutes,408958.0,8
40187,1999-07-07," San Jose, CA", unknown,1 Sec,945942.0,9
5881,1999-07-08," Sheridan, IN", triangle,10 minutes,2665.0,7
3446,1999-07-09," Mentor, OH", sphere,2 min.,47159.0,9
2884,1999-07-10," Portland, OR", cigar,5 minutes,583776.0,9
2946,1999-07-11," Sayreville, NJ", oval,2-3 mins,42704.0,5
22058,1999-07-12," Canterbury, NH", circle,2.00 min.,,7
5497,1999-07-13," Morton Grove, IL", fireball,3 sec.,23270.0,6
3772,1999-07-14," Cleveland (Newton, Silver Creek), WI", fireball,a few seconds,1485.0,5
27397,1999-07-15," Oxford, ME", disk,10 minutes,1263.0,16
14072,1999-07-16," Birmingham, AL", sphere,10 mins,212237.0,6
12408,1999-07-17," Sandusky, OH", sphere,30 min/ more,25793.0,5
23696,1999-07-18," York, PA", disk,1 minute appox,43718.0,10
3008,1999-07-19," Las Vegas, NV", oval,5-10min.,583756.0,3
17048,1999-07-20," Largo, FL", light,10 minutes,77648.0,3
2913,1999-07-21," Spokane, WA", circle,20sec,208916.0,1
7700,1999-07-22," Hood River, OR", diamond,45 seconds,7167.0,4
38837,1999-07-23," Coalinga, CA", triangle,2 minutes,13380.0,11
2953,1999-07-24," Alamosa (east of, on Hwy 160), CO", disk,approx.1 hr.,8780.0,4
10882,1999-07-25," Manitowoc, WI", circle,1 min,33736.0,10
5942,1999-07-26," Portland, OR", changing,about 10 min.,583776.0,8
3080,1999-07-27," Macwahoc, ME", other,45seconds,,6
40688,1999-07-28," Ponca City, OK", triangle,10 mins,25387.0,8
2987,1999-07-29," Redmond, WA", circle,30 min.,54144.0,1
17399,1999-07-31," Akeley, MN", triangle,32 minutes,432.0,4
32966,1999-08-01," San Jose, CA", disk,5 minutes,945942.0,17
3366,1999-08-02," Westport, WA", light,1:30,2099.0,4
17446,1999-08-03," Blue Ridge Summit (area), PA", unknown,12 minutes,891.0,5
3174,1999-08-04," Grants Pass (Murphy area), OR", egg,Six seconds,34533.0,3
31999,1999-08-05," Spokane, WA", triangle,5-10 min.,208916.0,6
4402,1999-08-06," Newport Beach, CA", diamond,2 minutes,85186.0,5
13381,1999-08-07," Titusville, FL", unknown,about 20 seconds,43761.0,6
10116,1999-08-08," Reidsville, NC", triangle,2 hours,14520.0,4
6577,1999-08-09," Columbus, OH", flash,2 seconds,787033.0,5
11125,1999-08-10," Tillamook, OR", cylinder,45 minutes,4935.0,8
3182,1999-08-11," Ketchikan, AK", circle,7 seconds,8050.0,3
13444,1999-08-12," Marietta, OH", fireball,1-2 minits,14085.0,12
27437,1999-08-13," Casa Grande, AZ", triangle,2-3 minutes,48571.0,8
10115,1999-08-14," Columbus, OH", circle,15 minutes,787033.0,11
38322,1999-08-15," Salem, OR", other,215,154637.0,36
3309,1999-08-16," Langhorne, PA", other,seconds,1622.0,5
5862,1999-08-17," Fairfield, CA", other,2min.,105321.0,7
3099,1999-08-18," Holden, MO", circle,3 minutes,2252.0,2
3372,1999-08-19," Tukwila (Sea), WA", sphere,22:00,19107.0,6
20269,1999-08-20," Granville, OH", disk,15-20 min,5646.0,8
3165,1999-08-21," Renton, WA", cigar,5-8 minutes,90927.0,4
26114,1999-08-22," Chicago, IL", other,30,2695598.0,10
6635,1999-08-23," Milford, CT", cigar,2min30sec,51271.0,5
3272,1999-08-24," Boonville, MO", other,15 min,8319.0,4
28654,1999-08-25," Ivanhoe, CA", light,NIGHT,4495.0,6
3201,1999-08-26," Great Falls, MT", light,30 seconds,58505.0,1
20381,1999-08-27," Newburgh (near), NY", triangle,1-2 minutes,28866.0,6
42544,1999-08-28," San Diego, CA", circle,5 min,1307402.0,4
3389,1999-08-29," Manitowoc Rapids, WI", fireball,1 min,,5
14229,1999-08-30," Raquette Lake  (Golden Beach Campground), NY", light,1 hour,,2
4539,1999-08-31," Havana (Rural Route), IL", fireball,30 minutes,3301.0,8
40278,1999-09-01," Bicknell, IN", light,home,2915.0,47
15197,1999-09-02," Seward, AK", light,3 min,2693.0,8
16867,1999-09-03," Savannah, GA", fireball,5 seconds,136286.0,8
4277,1999-09-04," Indianapolis, IN", cylinder,5 minutes,820445.0,12
26718,1999-09-05," Sutton, WV", disk,approx 10 Min,994.0,12
5655,1999-09-06," Carrollton, TX", flash,2 minutes,119097.0,6
3479,1999-09-07," Los Angeles (20 minutes E of) traveling via 737 to Denver, CA", oval,2 seconds,3792621.0,21
37309,1999-09-08," Alsea, OR", light,3-4 minutes,164.0,8
19602,1999-09-09," Marathon, FL", disk,10minutes,8297.0,9
13243,1999-09-10," Modesto, CA", formation,15 seconds,201165.0,12
11065,1999-09-11," Brownwood (rural area surrounding), TX", disk,1 minute,19288.0,22
5309,1999-09-12," Idaho City, ID", light,3-4 minutes,485.0,7
3457,1999-09-13," Newburyport, MA", oval,5 min.,17416.0,9
5095,1999-09-14," Federal Way, WA", cylinder,30 seconds,89306.0,8
40758,1999-09-15," Bath, ME", triangle,2 minutes,8514.0,17
3462,1999-09-16," Elgin, TX", disk,5 minutes,8135.0,1
27069,1999-09-17," Hinsdale (unincorporated area), IL", other,1 hour,16816.0,12
15284,1999-09-18," East Machias, ME", light,7 min,,7
12764,1999-09-19," Ashville (2 miles south of), OH", other,2 sec,4097.0,8
3493,1999-09-20," Barrington, NH", cigar,15 seconds,,4
15132,1999-09-21," San Diego, CA", circle,1.5 seconds,1307402.0,8
7210,1999-09-22," Maple Grove, MN", oval,45 seconds to one minute,61567.0,3
13801,1999-09-23," Whitefish, MT", circle,10 min,6357.0,4
5521,1999-09-24," New York/San Francisco (flight between), NY", light,2 hours approx,8175133.0,6
3707,1999-09-25," Goldendale (3 miles ne of), WA", circle,3-5sec,3407.0,9
3522,1999-09-26," La Grande, OR", fireball,1-2 secs,13082.0,3
3580,1999-09-27," Upper Sandusky (on Rt.30, west of), OH", fireball,20min,6596.0,2
4346,1999-09-28," Columbus, OH", light,5 sec.,787033.0,3
3633,1999-09-29," Midwest City, OK", rectangle,10 minutes,54371.0,6
28724,1999-09-30," Aberdeen, WA", triangle,5 minutes,16896.0,9
10172,1999-10-01," Oak Brook, IL", light,i minute,7883.0,9
3598,1999-10-02," Newport, OR", changing,2 hours,9989.0,9
11426,1999-10-03," Kennesaw, GA", cigar,10 Seconds,29783.0,13
3599,1999-10-04," Broomfield, CO", unknown,2-3 seconds,55889.0,5
4342,1999-10-05," Rosemount, MN", triangle,5 seconds,21874.0,5
3592,1999-10-06," St. Petersburg (50 SE of), FL", unknown,10 to 15 mins.,244769.0,5
3822,1999-10-07," Austin, TX", other,3Mins,790390.0,4
26279,1999-10-08," Munds Park, AZ", cone,40+ min,631.0,6
3758,1999-10-09," Leesburg, FL", other,60 Seconds,20117.0,4
24156,1999-10-10," Humphrey, NE", sphere,5 min,760.0,11
12723,1999-10-11," Montgomery, AL", light,3 minutes,205764.0,16
35401,1999-10-12," Miami, OK", oval,2 Minutes,13570.0,9
13834,1999-10-13," Boscobel, WI", light,5 minutes,3231.0,4
8106,1999-10-14," Raymond, NH", triangle,15 minutes,2855.0,7
41523,1999-10-15," Sierra Vista, AZ", circle,2min,43888.0,26
6992,1999-10-16," Chattanooga, TN", triangle,2-3 minutes,167674.0,7
9361,1999-10-17," Jacksonville, FL", chevron,18 minutes,821784.0,6
4075,1999-10-18," Ventura, CA", unknown,5min,,5
25910,1999-10-19," Round Rock, TX", sphere,more than 5 min.,99887.0,8
7305,1999-10-20," Seattle, WA", sphere,3 to 5 minutes,608660.0,14
3810,1999-10-21," Kansas City, MO", cylinder,20 Minutes,459787.0,7
17436,1999-10-22," Ripley, TN", rectangle,30 min,8445.0,6
3776,1999-10-23," Florien/Hornbeck (between, Hwy 191), LA", teardrop,1 minute,633.0,6
20258,1999-10-24," Downers Grove, IL", oval,5 minuets,47833.0,5
41506,1999-10-25," Yadkinville, NC", fireball,3 second,2959.0,7
22251,1999-10-26," San Jose, CA", changing,???,945942.0,15
28035,1999-10-27," Austin, TX", oval,5 minutes,790390.0,4
4057,1999-10-28," Phoenix, AZ", changing,20 Minutes,1445632.0,5
5319,1999-10-29," Rachel, NV", light,5 min,54.0,4
3859,1999-10-30," Tracy (15 miles South of), CA", disk,60-90 Seconds,82922.0,5
37732,1999-10-31," Nassau, NY", triangle,10 Minutes,1133.0,13
37505,1999-11-01," Torrance, CA", triangle,17 sec,145438.0,9
3821,1999-11-02," Baton Rouge, LA", triangle,5 sec,229493.0,4
4073,1999-11-03," Leighton (La Grange Mountain), AL", triangle,5 minutes,729.0,3
3891,1999-11-04," Pueblo/Colorado Springs (between, I-25), CO", other,4-5 sec,106595.0,3
20543,1999-11-05," Santa Clara, CA", rectangle,5-10 minutes,116468.0,8
3831,1999-11-06," Ashland, WI", disk,20 seconds maybe,8216.0,6
3825,1999-11-07," Northbrook, IL", diamond,5 min.,33170.0,4
26049,1999-11-08," San Francisco, CA", light,5-10 minutes,805235.0,8
10145,1999-11-09," Cave Spring, GA", disk,3 MINUTES,1200.0,13
31278,1999-11-10," Henderson, KY", light,45 minutes,28757.0,8
4035,1999-11-11," El Centro (50 miles west of, on Hwy 8), CA", cigar,2 minutes,42598.0,4
7184,1999-11-12," Wyandotte, MI", other,about 5-10 sec.,25883.0,5
4442,1999-11-13," Midlothian, IL", disk,ufo,14819.0,5
5388,1999-11-14," Asheville, NC", other,4+ hours,83393.0,10
11659,1999-11-15," Yelm, WA", other,15 minutes,6848.0,7
40843,1999-11-16," Nashville, IN", fireball,30 seconds,803.0,156
5177,1999-11-17," San Rafael, CA", triangle,30 seconds,57713.0,15
20563,1999-11-18," Houston, TX", formation,20 seconds,2099451.0,14
14895,1999-11-19," Andes, NY", cylinder,15:00,252.0,2
23486,1999-11-20," Toledo, OH", fireball,5 Seconds,287208.0,8
4134,1999-11-21," Auburn (Heading N on HWY 167), WA", light,60+Seconds,70180.0,4
4100,1999-11-22," Kalispell, MT", circle,1 hour,19927.0,2
14074,1999-11-23," Petaluma, CA", light,over an hour,57941.0,8
35038,1999-11-24," Anaheim, CA", fireball,15 min,336265.0,5
5830,1999-11-25," Wappingers Falls, NY", light,5 min,5522.0,2
14717,1999-11-26," Redondo Beach, CA", formation,10-15 seconds,66748.0,4
4191,1999-11-27," Weldon, CA", cross,60 min.,2642.0,10
28020,1999-11-28," San Antonio, TX", unknown,10-15 minutes,1327407.0,7
4601,1999-11-29," Green Valley, CA", light,4 minutes,1027.0,6
16107,1999-11-30," Ephrata, WA", unknown,20 minutes,7664.0,8
14794,1999-12-01," Grandview, WA", formation,about 5 minutes,10862.0,8
26371,1999-12-02," Fairborn, OH", unknown,10 minutes,32352.0,4
6333,1999-12-03," Lodi, CA", fireball,approx. 41/2 hrs,62134.0,5
26960,1999-12-04," Deming, NM", changing,40-60 Min,14855.0,1
10445,1999-12-05," Cleveland, NC", circle,10 min,871.0,13
4177,1999-12-06," Costa Mesa, CA", unknown,1-2 mins.,109960.0,3
17002,1999-12-07," Dawsonville, GA", triangle,5-10 minutes,2536.0,6
20268,1999-12-08," Greenville, NH", triangle,Approx 1 Minute,1108.0,4
16841,1999-12-09," Rupert, ID", light,few minutes,5554.0,6
17087,1999-12-10," Grand Rapids, MI", other,3.5 seconds,188040.0,4
8773,1999-12-11," Lamar/Las Animas, CO", disk,7 seconds,7804.0,4
9806,1999-12-12," Sunnyside, WA", other,2 minuts,15858.0,3
7906,1999-12-13," Puyallup, WA", triangle,6 secs,37022.0,3
4231,1999-12-14," Pocasset (6 miles south of, on Hwy 81), OK", other,Approx.1 min.,156.0,5
20340,1999-12-15," North Syracuse, NY", light,3 minutes,6800.0,4
4378,1999-12-16," Greensboro, NC", cylinder,10min.,269666.0,5
4237,1999-12-17," Marietta, GA", light,5-7 min.,56579.0,1
14723,1999-12-19," Santa Fe, NM", circle,10 seconds,67947.0,4
21370,1999-12-20," Murrieta, CA", light,7 min,103466.0,5
4255,1999-12-21," Lakewood, CO", disk,20 minutes,142980.0,3
7019,1999-12-22," Jacksonville, FL", disk,0.1,821784.0,7
25264,1999-12-23," Fulton, AR", triangle,5 minutes,201.0,4
4276,1999-12-24," Augusta, MT", oval,10 min.,309.0,3
20565,1999-12-25," Mansfield, OH", other,5 or 6 min.,47821.0,8
4561,1999-12-26," Temple City, CA", sphere,not sure,35558.0,13
6970,1999-12-27," Reno, NV", sphere,4 minutes,225221.0,4
5610,1999-12-28," Sterling, IL", disk,20 minutes,15370.0,4
4307,1999-12-29," Huntington, WV", light,10-15 sec.,49138.0,2
4354,1999-12-30," McMinnville, TN", unknown,30 to 45 sec,13605.0,2
16421,1999-12-31," Las Vegas, NV", circle,10 min.,583756.0,7
33184,2000-01-01," Patoka, IL", triangle,5 minutes,584.0,14
36071,2000-01-02," Jacksonville, FL", rectangle,2hrs,821784.0,16
6568,2000-01-03," El Centro, CA", other,10 min max,42598.0,4
41839,2000-01-04," Scottsdale, AZ", light,10 seconds,217385.0,5
31419,2000-01-05," St. Louis, MO &amp; Columbia, IL, MO", unknown,10 seconds,319294.0,11
4480,2000-01-06," San Francisco, CA", chevron,4 minutes,805235.0,3
6737,2000-01-07," Rock Island, IL", circle,2 seconds,39018.0,8
20536,2000-01-08," Knoxville, TN", cigar,15 min,178874.0,4
6752,2000-01-09," Sanford, ME", light,3 seconds,9761.0,5
26763,2000-01-10," Erie (area), PA", unknown,less than a minute,101786.0,6
4780,2000-01-11," San Diego, CA", oval,1.5-2.0,1307402.0,4
6072,2000-01-12," Los Angeles, CA", disk,1 min 30 sec,3792621.0,2
4697,2000-01-13," Louisville, KY", fireball,2 minutes,597337.0,3
4460,2000-01-14," Louisville, KY", light,1 hour,597337.0,2
36202,2000-01-15," Lake Charles, LA", light,40 minutes,71993.0,11
5013,2000-01-16," Christiana, TN", rectangle,5 min.,,6
28940,2000-01-17," Orland, CA", triangle,10 minutes,7291.0,6
11887,2000-01-18," Blackwell (08 mi. north of), TX", light,30 sec.,311.0,8
4436,2000-01-19," Alvin, TX", unknown,2 SEC,24236.0,2
9818,2000-01-20," Columbus, NE", triangle,5-8min,22111.0,13
4464,2000-01-21," Highland Park, IL", unknown,+/- 1 minute,29763.0,2
7406,2000-01-22," Tacna, AZ", triangle,3 minutes,602.0,2
10856,2000-01-23," Rio Rancho, NM", sphere,3 hrs,87521.0,4
12729,2000-01-24," Mammoth Lakes, CA", disk,1 minute,8234.0,1
4594,2000-01-25," Edinburg, TX", light,?,77100.0,2
5642,2000-01-26," Ottumwa, IA", disk,10 minutes,25023.0,5
4479,2000-01-27," Leavenworth, WA", fireball,10 minutes,1965.0,3
4585,2000-01-28," Prescott Valley, AZ", circle,5-6 min.,38822.0,6
4489,2000-01-29," Beaverton, OR", cylinder,15min,89803.0,1
4514,2000-01-30," San Francisco (Farallon Island), CA", triangle,:15,805235.0,2
30196,2000-01-31," Cape Canaveral, FL", light,1 minute,9912.0,2
32975,2000-02-01," Cottage Grove, OR", triangle,1 min,9686.0,3
24740,2000-02-02," Denver, CO", other,60 seconds,600158.0,9
4628,2000-02-03," Dillon, SC", triangle,2 minutes,6788.0,6
5332,2000-02-04," Euless, TX", fireball,APPROX 3 SECONDS,51277.0,8
4541,2000-02-05," Pollock Pines, CA", light,15 minutes,6871.0,2
7015,2000-02-06," St. Albans, WV", changing,30 seconds,11044.0,3
4905,2000-02-07," Ionia, MI", triangle,15 minutes,11394.0,5
4814,2000-02-08," Southbury, CT", circle,30 seconds,,8
42555,2000-02-09," Columbia, MO", unknown,1 minute,108500.0,10
5280,2000-02-10," Kirkland, WA", other,8 SECONDS,48787.0,2
32189,2000-02-11," Tucson, AZ", unknown,15 MIN,520116.0,5
4634,2000-02-12," Buffalo/Amherst, NY", circle,10-15 minutes,261310.0,4
5661,2000-02-13," Salem, OR", circle,10 mins.,154637.0,3
5868,2000-02-14," Jackson, MI", diamond,30 min,33534.0,2
37393,2000-02-15," Honolulu, HI", disk,1 Minute,,9
12420,2000-02-16," Dawsonville, GA", triangle,5 to 10 min.,2536.0,17
4751,2000-02-17," Wisconsin Dells, WI", light,20 minutes,2678.0,4
4685,2000-02-18," Jacksonville, FL", triangle,5 min total,821784.0,4
4709,2000-02-19," Malo (Ferry County), WA", fireball,Unknown,28.0,8
7140,2000-02-20," Cottage Grove, OR", formation,2 minutes,9686.0,4
7148,2000-02-21," Orland Park, IL", fireball,Approx 10 Min.,56767.0,6
4670,2000-02-22," Ogden, UT", light,40 seconds,82825.0,4
14459,2000-02-23," Ridgecrest, CA", cigar,Several seconds,27616.0,3
4696,2000-02-24," Hollywood, CA", light,15 minutes,,3
4708,2000-02-26," McClave, CO", light,7 minutes,,5
18036,2000-02-27," Portland, OR", unknown,3 minutes,583776.0,3
4730,2000-02-28," Virginia Beach, VA", chevron,10 min,437994.0,5
4719,2000-02-29," Antioch, CA", light,2 minutes,102372.0,4
34463,2000-03-01," Coram, NY", light,20 sec,39113.0,9
