date,distance,drinking,population,satellite,fireball,pilotballon,precipitation,visibility,smog,shape,timing
20000716,0.858793419,,,0,,,0.15,,, changing,8 Min
20000716,1.945623724,,352300,0,,,,,, other,2 minutes
20000716,,,365,0,,,,,, oval,3minutes
20000718,0.595247839,,,0,,,0,10,101, light,15 seconds
20000718,395.7378349,,2949,0,,,,,, cigar,2 seconds
20000720,,,,0,,,,,, fireball,6 mins
20000730,2.798294819,,2500,0,,,0.02,9,, circle,10 min
20000904,3.713211629,,,0,,,0,9,, light,20-30sec
20001005,4.277153848,,,0,,,0.83,6,, cylinder,30 seconds
20001014,1.043938992,,,0,,,,,, triangle,Saw a UFO
20010121,,,116955,0,,,,,, light,20 min
20010205,2.963600357,,,0,,11.46454846,,,,,3 Days
20010423,0.021525339,,1974324,0,,,,,142, other,
20010730,4.184414108,,1485,0,,,0,9,, oval,4 minutes
20011031,2243.769577,,130077,0,,,0,9,, circle,15-20 sec.
20020220,9.22E+18,,,0,,,,,, fireball,3 seconds
20020809,,,,0,,,0,10,, sphere,20-30 min
20020901,,,,0,,,0,10,, sphere,30 sec.
20030722,,,,0,,,,,, formation,30 MINUTES
20040118,0.671258528,,245995,0,,,0,10,132, triangle,15-20 sec.
20040411,1.929120873,,19601,0,,,0,10,, sphere,5-6 seconds
20040430,331.5058129,,17706,0,,,0,10,, unknown,5 seconds
20050710,11.66259555,,,0,,,0,10,, unknown,20 sec
20060123,4.232653914,,39052,0,,,0,10,, disk,about 3:00
20060723,1.526860208,,20356,0,,,0,10,33, triangle,est 3 minutes
20070303,,,,0,,,,,, light,40 seconds
20070313,1.091494687,,362453,0,,,0.06,10,, cigar,5 seconds
20070813,0.251619188,,3701062,0,,,0,8,35, triangle,1 minute
20000716,0.217449418,,529845,1,,,0,10,, light,1.5sec.
20000716,1903.925292,,55590,1,,,0,10,, disk,one hour
20000717,0.54077967,,,1,,4.258148809,0,,, sphere,about 6 seconds
20000717,1.243110646,,,1,,,0,10,, circle,10min
20000721,1.243110646,,,1,,,0,10,, oval,6 MIN
20000722,91.39486446,,28716,1,,,,,, unknown,
20000723,,,28716,1,,,,,,,watched till 11:30
20000805,0.217449418,,529845,1,,,0,10,, light,4sec
20000811,4.248357163,,24910,1,,52.45828999,,,, light,10 seconds
20010202,,,,1,,,,,, light,all night
20010319,0.939461689,,38583,1,,,0,10,, circle,in a car
20060903,0.844802931,,17594,1,,,0,10,42, changing,1..45
20000717,0.012336254,,9830,0,,,0,9,29, disk,approximately 5 seconds
20000718,0.540313119,,121360,0,,,0,10,, triangle,45-60 seconds
20000718,2.637273942,,,0,,89.7131803,0,10,, fireball,21:15
20090727,1861.406549,,,0,,,0,10,, light,1 min
20000719,1.413068976,,12234,0,,,0,10,, disk,5minutes
20000719,1.781895883,,10648,0,,,0,10,, cigar,2 seconds
20000719,425.7980356,,159662,0,,,0,14,, circle,4 minutes
20000723,1.413068976,,34874,0,,,0,10,, sphere,70 sec
20000802,0.686560425,,10648,0,,9.34879035,,,80, disk,two seconds
20010214,,,,0,,,,,, disk,5 secs
20000719,4.887698731,,171,0,10817.83807,,,,, circle,few seconds
20000719,,,,0,10817.83807,,,,, light,2 sec.
20000720,0.517001022,,6702,0,10817.83807,,0,10,, circle,4- 5 minutes
20000720,258.1293122,,475755,0,10817.83807,,0,10,23, circle,2-3 min.
20000720,,,,0,10817.83807,,0,14,, cigar,3 minutes
20000729,5.494178713,,,0,10817.83807,,,,, other,5mins+
20030928,2.640484219,,568224,0,10817.83807,,0,10,36, sphere,2 hrs
20000720,186.3026669,,1796,0,,,0,10,, light,5 minutes
20000720,454.2633463,,,0,,,0,10,46, light,10 minutes
20000721,2.703464851,,7178,0,,,0,6,, disk,15 minutes
20000722,1.461637817,,21717,0,,,0.01,10,, triangle,1-2 minutes
20000724,3.360927113,,,0,,,,,, chevron,0:01:30
20000801,1.815215233,,266,0,,,,,, light,six minutes
20000815,6.931102877,,42975,0,,,0,8,, light,5-10 minutes
20010117,721.8510877,,22957,0,,,0.17,,, light,30 seconds
20040129,,,,0,,,,,, other,5 minutes
20060916,,,,0,,,,,, sphere,2-4 minutes
20000720,,,,0,,,,,, other,10 minutes
20000724,1.04386534,,,0,,,,,, disk,3/4mins
20000724,3.024015143,,175816,0,,13.45045016,0,6,36, other,3 min
20000724,4.29082349,,456,0,,,,,, fireball,2-3 seconds
20000724,507.7811193,,128042,0,,,,,, light,15-20 seconds
20000806,2283.780313,,1974,0,,,,,, light,10 seconds
20000909,185.8711433,,,0,,,,,, triangle,&lt; 5Minutes
20000722,0.275696527,,51741,0,,,0,7,36, light,6-8 seconds
20000722,3.199586836,,444,0,,,,,, fireball,5 seconds
20000723,0.177623946,,100936,0,,,0,15,, other,30 min
20000801,1336.86658,,333364,0,,,0,18,, light,5 minutes
20000818,1.523321144,,5097,0,,,0,10,, other,25 mins
20001108,21.3698242,,,0,,,,,, other,1 hour
20000723,7.641813368,,,0,,24.87282657,0,9,23, unknown,5 minutes
20000723,1535.544358,,95867,0,,,,,, unknown,90 sec.
20000724,,,,0,,,0,10,, other,
20000725,0.940373255,,117257,0,,,0.06,8,, cigar,30 MIN
20000725,2.175526583,,45782,0,,,0,10,, light,10-12 min
20001204,3.681158645,,,0,,,0,10,, oval,10 min
20001218,,,36311,0,,,,,, egg,
20010731,0.073372108,,714905,0,,,0,10,44, light,15sec.
19050623,6.823935423,,,0,,,0,10,, circle,2 minutes
20000724,1.138352321,,,0,,,0,10,32, circle,several seconds
20000725,3.988944154,,,0,,68.41244843,,,, triangle,10min
20000730,8.748566311,,91352,0,,,0,10,, disk,15mins
20000831,,,145039,0,,,0.03,,, light,15 min
20030204,0.756143532,,,0,,,0,10,,,20 seconds
20090216,2.779821499,,596382,0,,,0,10,42, formation,10 seconds
20000725,0.701057993,,116955,0,,8.42366389,0,9,26, light,5 minutes
20000725,2.963600357,,1227854,0,,11.46454846,,,, light,30 min
20000726,0.701057993,,1227854,0,,8.42366389,0,9,26, fireball,APPX 1/2 HR
20000726,1.184013002,,116955,0,,42.98974026,0,10,, circle,5-7 minutes
20000726,1.953055193,,177804,0,,11.71937854,,,, light,approx. 1/2 hour
20000726,2.014425621,,116955,0,,,0,10,, light,15 mins
20000726,2.822787553,,4975,0,,96.86640303,0,10,, triangle,30 Minutes
20000726,2.963600357,,1227854,0,,11.46454846,,,, unknown,5 MINUTES
20000726,,,,0,,,,,, disk,2hr
20000727,2.963600357,,19957,0,,11.46454846,,,, light,5 minutes +
20000804,2.963600357,,116955,0,,11.46454846,,,, unknown,15-20 min
20000806,0.701057993,,9428,0,,8.42366389,0,9,26, light,5 min.
20001115,,,,0,,,,,, light,60 seconds+
20010114,,,,0,,,,,, cylinder,10 min
20010205,0.614595558,,483954,0,,,0,20,36, light,15-20 minutes
20010424,9.22E+18,,195100,0,,,,,, circle,5+ seconds
20010602,693.6937447,,,0,,,0,10,, flash,2 MIN
20030318,201.963603,,,0,,,0,10,, sphere,25 minutes
20070210,1.184013002,,9428,0,,42.98974026,0,10,, other,5min
20000727,4.341865535,,3829,0,,,,,,,less than 1 minute
20000727,,,730,0,,,,,, fireball,5 seconds
20000730,2.546710761,,14392,0,,,0,10,, light,few seconds
20000809,3.604034419,,423,0,,,,,, unknown,25 seconds
20031102,,,,0,,,0,,, light,10 to 20 min.
20000727,0.217449418,,116955,0,,,0,10,, circle,20:17
20000727,1.240758441,,116955,0,,,0,10,, light,5 min
20000727,2.963600357,,88634,0,,11.46454846,,,, triangle,5-6 seconds
20000727,2.963600357,,,0,,11.46454846,,,, light,few seconds
20000727,7.720253733,,45716,0,,78.75337199,0,15,, light,2 seconds
20000727,7.720253733,,,0,,78.75337199,0,15,, light,about  8 seconds
20000728,1.133695316,,529845,0,,15.17211551,,,, light,3 to 5 seconds
20000728,1.953055193,,177804,0,,11.71937854,,,, oval,15 minutes
20010417,9.22E+18,,,0,,,,,, sphere,5 MINUTES
20020725,7.720253733,,,0,,78.75337199,0,15,, light,8 Seconds
20000729,3.291031785,,84988,1,,40.81527711,,,, sphere,5 seconds
20000730,,,,1,,41.93947294,,,, egg,8 seconds
20000731,0.540313119,,9830,1,,,0.01,10,, chevron,1 sec.
20000811,0.816936157,,,1,,,0,10,64, fireball,10 sec
20020723,,,,1,,,0,6.2,, circle,03sec
20000731,16.55089082,,221148,0,,,,,, other,
20000803,1.426836347,,68401,0,,,0,5,, changing,1-2 minutes
20000814,,,10013,0,,,,,, light,3-4 seconds
20000829,2.445401872,,4175,0,,,0,7,43, light,2 seconds
20020821,2.318381193,,2692,0,,,,,, formation,1 hour
20000730,0.073372108,,2692,0,,,0,10,40, light,1hr. 30 minutes
20000730,1.426836347,,68401,0,,,0,10,, light,10 seconds
20000731,1.953055193,,19477,0,,11.71937854,,,, disk,30 sec
20000804,4.024322015,,,0,,,,,, unknown,30 seconds
20000804,1328.501722,,177804,0,,,0,10,, cigar,3 seconds
20000805,2.318381193,,,0,,,,,, flash,3-5 seconds
20000808,,,714905,0,,,,,, light,10 minutes
20010505,2.877310759,,,0,,,,,, teardrop,0:00:10
20000731,1418.167537,,45136,0,2393.054647,,0,10,, unknown,4 seconds
20000801,0.217449418,,80652,0,2393.054647,,0,10,, other,UP TO 1 SECOND
20000802,2.202027237,,,0,2393.054647,,0,10,, flash,1 - 2 seconds
20000802,7.229070412,,,0,2393.054647,15.44026337,0,6,, triangle,2 min.
20000808,,,529845,0,2393.054647,,,,, fireball,1.5 sec.
20000913,9.679066147,,10508,0,2393.054647,,0,10,, fireball,5 min
20000926,3.237226357,,8924,0,2393.054647,,,,, fireball,5 sec.
20010104,161.4370292,,22277,0,2393.054647,61.3006187,0.01,7,, fireball,3-5 secs
20010121,161.4370292,,22277,0,2393.054647,61.3006187,0.01,7,, fireball,3-5 secs
20010509,4230.924489,,,0,2393.054647,,,,, fireball,5 sec
20000801,70.16276318,,152473,0,6040.055082,,0.01,4,74, oval,&lt;10 sec.
20000801,,,103661,0,6040.055082,,,,, rectangle,5 min
20000802,0.248742209,,,0,6040.055082,,0.33,6,47, unknown,Still in progress
20000901,0.275470345,,563434,0,6040.055082,,0,10,20, light,&lt;30 seconds
20001211,3.240627969,,,0,6040.055082,,0.07,,, changing,30 SECS
20010408,0.54395651,,112437,0,6040.055082,,0,10,, triangle,3 minutes
20010518,4.232208377,,19958,0,6040.055082,,0.06,3,, triangle,minutes
20010621,1903.925292,,55590,0,6040.055082,,0,10,, light,
20020104,,,,0,6040.055082,,,,, light,5 secs
20031214,3674.129993,,1694,0,6040.055082,,,,, light,1-2 Minutes
20040410,,,,0,6040.055082,,,,, sphere,15 min
20050224,,,,0,6040.055082,,,,, light,5 minutes
20060417,0.251619188,,3701062,0,6040.055082,,0,9,39, triangle,30 Seconds
20090719,6329.744963,,497,0,6040.055082,74.06665587,0,10,, circle,all day
20000803,3.74400098,,,0,,94.79214218,,,, light,20 mins +
20000807,,,,0,,,,,, light,1.5 hours
20000803,1.138352321,,145039,0,,,0,10,38, disk,45 seconds
20000803,2.561106746,,,0,,,0.03,9,, unknown,north east
20000803,1418.167537,,45136,0,,,0,10,, disk,10 minutes
20000804,1898.564852,,,0,,,0,10,, flash,2 seconds
20000806,0.614595558,,2930,0,,,0,17,45, disk,few minutes
20000807,490.3661528,,483954,0,,,,,, fireball,15-30seconds
20000821,0.594579306,,,0,,,,,, circle,10 Minutes
20000917,6.700911744,,711,0,,,,,, other,5to10 min.
20001029,1.953055193,,177804,0,,11.71937854,,,27, circle,2 hours
20001121,,,8227303,0,,,,,, disk,2 minutes
20001130,,,,0,,,,,, cigar,about 5 minutes
20010206,2.133440214,,33207,0,,27.10343595,0,19,, light,10 minutes
20010323,765.501455,,13011,0,,,0,10,42, cylinder,5 seconds
20060909,1.524273951,,,0,,,,,, sphere,20 seconds
20000804,0.495271855,,177804,0,,,0,10,, oval,17 minutes
20000804,1.084480583,,56818,0,,,0,10,, circle,10 min.
20000804,2.963600357,,84319,0,,11.46454846,,,, triangle,10 sec
20000804,2.963600357,,116955,0,,11.46454846,,,, light,2min
20000804,3.319784088,,116955,0,,,,,, light,15 min
20000804,,,782760,0,,,,,, flash,3 sec.
20000805,1.92312975,,70390,0,,61.42816332,0,20,, formation,5-10 seconds
20000805,1.953055193,,52926,0,,11.71937854,,,74, light,35sec
20000806,2.963600357,,116955,0,,11.46454846,,,, unknown,25 minutes
20000807,0.422272517,,,0,,,0,10,, formation,4 minutes
20000812,2.963600357,,,0,,11.46454846,,,, oval,about 2 or 3 sec.
20000822,2179.947251,,193692,0,,,0,10,, light,1.5 MINUTES
20000829,0.530263554,,116955,0,,,0,9,45, sphere,15 min
20001214,3.266807173,,517,0,,,0,7,, light,5 minutes
20031206,16.96275605,,4096,0,,,0,8,, cigar,30 mins
20000804,9.22E+18,,54504,0,,,,,, sphere,15 mins
20000805,0.211329678,,,0,,7.357785934,0,10,58, formation,:30
20000805,0.550052246,,42249,0,,,0,,, cone,15 minutes
20000806,2.192696567,,1326682,0,,,0,10,, circle,12-15 secs
20000806,,,29745,0,,,0,10,26, other,
20000807,1.426836347,,40745,0,,,0,10,, light,3 to 5 seconds
20000811,1.748548901,,,0,,,0,10,, other,17 minutes
20000812,2.327377029,,68401,0,,,0,8,, triangle,20 seconds
20000827,663.3916057,,,0,,,,,, light,4.5 to 5 minutes
20021030,,,,0,,,,,, formation,5 minutes
20040130,6.201669711,,,0,,,,,, circle,momentary
20060314,0.657943336,,146207,0,,,0,8,147, circle,1 minute
20000806,0.217449418,,,0,,,0,10,, light,5 Minutes
20000807,0.614595558,,483954,0,,,0,19,61, formation,4mins
20000808,2.560411471,,529845,0,,,0,10,47, other,10 min
20000828,6.61168431,,430801,0,,,,,, light,10min.
20000906,0.217449418,,529845,0,,,0,10,, light,3+ min.
20000913,1.781895883,,34874,0,,,0,10,, fireball,
20040513,1691.701279,,7293,0,,,0.08,8,, light,2 hrs
20000807,2.003390042,,6102,0,,,0,10,, circle,30secs or more
20000808,,,11624,0,,,,,, oval,5 seconds
20000809,1.501335843,,5749,0,,,,,, disk,1+min.
20000810,1.697069385,,5160586,0,,,0.08,7,,,
20020928,437.5665064,,,0,,,,,, disk,1 minute
20000808,2.489372664,,,0,,,,,42,,15mins
20000808,581.0152304,,36724,0,,,0,4,, sphere,10 MINUTES
20000809,1.894094648,,,0,,,,,, changing,5 minutes
20000809,195.2629063,,9644,0,,,0,10,, unknown,15-30 seconds
20000809,1344.448431,,5987,0,,,1.53,7,27, disk,
20000812,498.7381572,,19874,0,,,0,8,, light,15-20 minutes
20000821,709.1481494,,,0,,,,,, sphere,15 Minutes
20000823,,,7418,0,,,0,10,, sphere,5 minutes
20000828,,,,0,,,,,, light,2 hours
20000910,4.10964645,,,0,,,0,7,, fireball,25seconds
20000911,,,,0,,,,,, disk,2 minutes
20000808,1.420200969,,,0,,,0,7,, unknown,4 minutes
20000809,5.270836006,,80336,0,,,,,, other,10 min +
20000810,1.717776454,,38856,0,,,,,, light,3 minutes
20000810,10.34870869,,,0,,,0,7,, sphere,1 MINUITE
20000811,2.809548483,,21857,0,,41.83361234,0,11,, fireball,20-40 seconds
20000815,0.89194737,,,0,,,0,10,, fireball,10-12 sec
20000917,0.582437966,,65405,0,,,,,50, fireball,5 Minutes
20050224,0.924242062,,451261,0,,,0.02,10,48, circle,20 seconds
20000810,0.839220544,,605,0,,,0.11,9,, formation,15 seconds
20000810,10.85161688,,,0,,,,,, cone,40 seconds
20000810,,,736076,0,,,,,, light,10 min
20000811,0.547127009,,848,0,,,0,7,71, formation,15 minutes
20000811,502.3642753,,1472,0,,,,,58, formation,10 min
20000811,2101.306153,,179,0,,,0,10,, changing,appr. 3 hrs.
20000812,,,59276,0,,,,,, other,1minute
20000815,0.14505749,,144077,0,,,0,9,, light,3 to 4 Minutes
20000816,1.085884071,,,0,,,0,9,, fireball,10 min
20030928,708.4895569,,,0,,,0,,, light,3 minutes
20060123,3.02628224,,3088,0,,,0.01,10,, other,1 minute
20000811,0.906930286,,1357,0,,,0,10,, circle,5- 7 seconds
20000811,3.254427913,,46623,0,,,0,10,, light,2 MIN
20000811,12.54515311,,12488,0,,,0,10,, triangle,15 Min.
20000811,1969.427097,,137942,0,,,0,11,, sphere,2-3 minutes
20000811,2073.778589,,,0,,,0,10,, formation,3-4 minutes
20000812,0.217449418,,,0,,,0,10,, circle,30 seconds
20000812,2.326522279,,24835,0,,56.1885211,0,12,, other,approx 5 minutes
20000812,4.949404915,,46277,0,,,0,10,, formation,4 minutes
20000812,,,4753,0,,,0,5.8,, formation,1 hour
20000815,10.00420681,,529845,0,,,,,, unknown,2-3 minutes
20000902,,,,0,,,,,, cone,?
20000909,,,430801,0,,,,,, rectangle,1.5 min
20000913,2.560411471,,,0,,,0,10,64,,unknown
20001201,1.382944366,,84774,0,,,0,7,27, cigar,
20010430,,,,0,,,0,10,, other,30 minutes
20000812,2.963600357,,,0,,11.46454846,,,, light,1MIN
20000812,,,177804,0,,,,,, other,15 to 30 minutes
20000812,,,,0,,11.46454846,,,97, cigar,7 seconds
20000813,,,114958,0,,,0.01,,, oval,less than 5 seconds
20000814,1.953055193,,177804,0,,11.71937854,,,97, disk,20:19
20000820,1.953055193,,177804,0,,11.71937854,,,97, other,15-20min.
20000821,1.099246918,,,0,,,,,, other,1.5 hrs.
20000825,1.953055193,,116955,0,,11.71937854,,,97, light,5min
20000925,0.251619188,,3701062,0,,50.20050185,0,,137, light,5 MIN
20001012,,,,0,,,0,,, other,30 mins
20001208,,,,0,,,,,, sphere,1 min.
20050317,2.234619391,,95240,0,,,,,74, circle,30 min
20090729,1.461637817,,42975,0,,,,,, triangle,10 sec
20090810,854.2096191,,18324,0,,,,,, triangle,10 to 20 minutes
20000813,2.327377029,,9059,0,314.185242,,,,, fireball,4 seconds
20000813,2.647708524,,3050,0,314.185242,20.79052071,,,, changing,20 minutes
20000813,2.684312538,,35128,0,314.185242,,,,, light,5 minutes
20000813,6.609675191,,5138,0,314.185242,55.16307563,0,,, triangle,1 hr. 40 min.
20000816,4.26742952,,29745,0,314.185242,60.72920248,0,,, rectangle,1 minute
20001125,1.542548846,,22623,0,314.185242,,,,, unknown,30 seconds
20010219,13.19922159,,,0,314.185242,,,,, fireball,30-40 minutes
20010410,,,3701062,0,314.185242,,0,,101, disk,1 hr
20030113,1.12496882,,292038,0,314.185242,,0.1,,, light,street
20000813,2.684312538,,555651,0,,,,,, triangle,2-3 min
20000814,4499.924971,,3050,0,,,,,, sphere,20 minutes
20000815,,,,0,,,,,, rectangle,approx. 5 to 10 seconds
20000820,0.404888445,,248827,0,,,,,42, sphere,10 mins.
20020825,,,,0,,,,,, light,
20000814,366.6019857,,177804,0,,,,,, light,5 minutes
20000815,0.081219063,,116955,0,,,,,42, light,2min
20000815,0.211329678,,1326682,0,,7.357785934,0.03,,64, light,20 min
20000815,0.816936157,,3829,0,,,0.09,,48, circle,seconds
20000815,1.953055193,,177804,0,,11.71937854,,,90, circle,8:25 PM
20000815,2.963600357,,84988,0,,11.46454846,,,, triangle,5 seconds max
20000815,2.963600357,,,0,,11.46454846,,,, circle,2 minutes
20000815,144.711383,,129195,0,,,0.11,,, fireball,20 sec
20000816,1.953055193,,116955,0,,11.71937854,,,90, light,7 min
20000816,2.963600357,,116955,0,,11.46454846,,,, light,10 min
20000816,3.050381675,,398699,0,,,,,, circle,about 10 min.
20000817,2.424682441,,177804,0,,,,,, light,5min
20000817,13.57691227,,1188168,0,,,,,43, cigar,1-1.5 seconds
20000818,0.350095081,,183373,0,,6.338879746,0.08,,, disk,1 minute
20000818,2.963600357,,2694,0,,11.46454846,,,, triangle,10-15 minutes
20000819,0.217449418,,529845,0,,,0.02,,, sphere,5 min
20000826,2.963600357,,177804,0,,11.46454846,,,, light,10 min.
20000827,1.953055193,,116955,0,,11.71937854,,,90, unknown,20 minutes
20000830,1.953055193,,116955,0,,11.71937854,,,90, light,2015
20000914,0.903017597,,,0,,,0,,, disk,10 sec
20010605,1.448404668,,9523,0,,,,,, light,10 MINUTES
20020107,10.60434656,,434,0,,,,,, cone,ufo
20020930,,,,0,,,,,, sphere,20 minutes +
20030214,4.476605281,,,0,,,,,, light,20 sec.
20030721,,,,0,,,,,, other,10 minutes
20050628,3.232711482,,2481,0,,,,,, circle,3-4hours
20061029,,,9529,0,,,,,, cone,about 30 sec
20070323,3.341458185,,,0,,17.85679432,,,, circle,10-20 mins
20070424,,,,0,,,,,, unknown,15 to 20 minutes
20000816,4.382392744,,529845,0,,29.21815868,,,, other,45 seconds
20000816,1889.478523,,6181,0,,,0,,, fireball,10 Seconds
20000816,,,181617,0,,,0.22,,, fireball,3-5 seconds
20000817,0.25705088,,,0,,3.421863002,0.02,,54, circle,20 mins
20000825,,,7633,0,,,0.23,,, sphere,3 minutes
20000828,0.217449418,,170942,0,,,0.02,,, light,Less than a minute
20000904,,,,0,,,,,, light,5 minutes
20010630,,,,0,,,,,, disk,3minutes
20060817,2.522044157,,58978,0,,,0,,, other,5 minutes
20000817,0.21259412,,,1,,,0,,47, sphere,30 seconds
20000817,,,7897,1,,,,,, circle,30 min.
20000819,1.555497239,,81288,1,,,,,, unknown,03:30?
20000818,3.167515302,,103581,0,,58.49995329,,,, disk,4 to 5 minutes
20000818,4.746606536,,7312,0,,,0,,27, diamond,7sec.
20000818,,,2417,0,,,,,, light,varies
20000826,2.010398176,,,0,,,0.03,,, other,2 hours
20000828,3.386294982,,,0,,,,,, chevron,2 min
20000828,5.14556635,,,0,,,0.11,,, light,5 seconds
20000828,2006.348394,,,0,,,,,, fireball,3 seconds
20001022,5.603776987,,20716,0,,,0.15,,, formation,45 sec / 2 min
20010407,,,,0,,,,,, circle,ONE TO TWO MINUTES
20011028,5.096068427,,,0,,,,,, other,2 minutes
20020108,5.096068427,,,0,,,,,,,
20030406,8.423159119,,,0,,,0.11,,, cigar,30 Seconds
20031202,3.078991883,,3851,0,,,,,, diamond,approx. 20 mins
20000819,0.701057993,,1227854,0,,8.42366389,0,,27, circle,4 MINUTES
20000819,1.21752548,,10171,0,,25.1608024,,,, sphere,5 seconds
20000819,2.175526583,,45782,0,,,0.11,,, egg,5 min.
20000820,5.617447236,,999,0,,,,,,,30 seconds
20000821,2.045336843,,,0,,,0.02,,, other,3 1/2 hours
20000821,2382.646994,,777885,0,,,0,,14, triangle,3 Seconds
20000824,,,,0,,,,,, disk,45 seconds
20031130,,,,0,,,,,, circle,1 minute
20000819,1.012447711,,9644,0,,58.23173545,,,, unknown,5 min
20000820,1.823239531,,,0,,29.27567446,0.01,,31, disk,7 minutes
20000821,0.794090927,,24107,0,,,0.25,,, light,night
20000821,0.871801938,,3225,0,,,,,, cylinder,1 1/2 hrs.
20000821,2.489372664,,36449,0,,,,,54, changing,Appx 1 hour
20000824,1112.229012,,161177,0,,,,,, disk,1 hour +
20000827,4.021259907,,42681,0,,74.02498925,0.01,,74, oval,15min
20000827,,,51022,0,,,,,, teardrop,10 seconds
20000918,1.630830593,,,0,,,0.1,,, cylinder,30 minutes
20001227,9.22E+18,,,0,,,,,,,30 seconds
20010121,1.40773184,,65462,0,,,,,, light,approx10sec
20010901,,,,0,,,,,, circle,1.5 min
20021114,0.915809882,,25483,0,,,,,, other,5minutes
20040517,2.326563047,,24351,0,,,,,, unknown,10 minutes
20041116,17.43464236,,6930,0,,,,,, diamond,
20060110,3.02628224,,3088,0,,,,,, other,2 minutes
20080515,,,,0,,,0.14,,, light,2 mins.
20080515,,,,0,,,0.14,,, light,2min.
20000821,0.275470345,,563434,0,,,,,, light,1 minute
20000821,1.377298291,,85381,0,,,,,, other,until 1:00 am
20000821,2.565019726,,13003,0,,,0.03,,, sphere,4min
20000821,,,,0,,,,,, cylinder,1 minute
20000822,2.210210704,,203383,0,,,0.03,,, unknown,about    a minute
20000822,2.565019726,,,0,,,0.03,,, unknown,approx 30 seconds
20000822,2.652532376,,13003,0,,99.25592094,0.04,,, triangle,20 min(approx)
20000823,1.604418006,,43047,0,,,0.04,,, unknown,60 seconds
20000826,0.714747718,,5881,0,,,0.17,,, fireball,2 sec +
20001004,1.585616319,,45448,0,,,,,25, changing,3to 4 minutes
20001024,,,,0,,,,,, unknown,2:00:00
20040608,,,,0,,,,,, triangle,1 minute
