airport	count
Zema Private Airport	2
Sce Pardee Substation Helistop	2
Jersey Airport	2
King Abdulaziz Air Base	1
Kawela Farm Heliport	2
Jj & Pk Airport	4
Houston County Hospital/King's Inn Heliport	1
Beulah Airport	1
Gene Snyder Airport	2
NH HMC Heliport	5
Chase Heliport	2
Akhisar TSA Airfield	1
Paris Regional Medical Center Heliport	5
Weirton Medical Center Heliport	1
Cherry Springs Airport	1
Århus Glider Field	1
Bela Crkva Airport	1
hln	1
Hôpital Lenval Heliport	3
Pichilemu Airport	1
Columbia Metropolitan Airport	1
EuroAirport Basel-Mulhouse-Freiburg Airport	2
General Mariano Matamoros Airport	5
Ayers Airport	2
Canyonlands Field	1
King George Airpark	1
Leavitt Airport	4
Lazy J. Aerodrome	1
Omsk Central Airport	1
Diamond O Ranch Airport	2
Crawford Airport	2
Baxter-Aibonito Heliport	3
Wainwright Airport	1
Windmill Hill Airport	3
Forlala Hospital Helipad	2
Kraemer Heliport	1
Lancaster Municipal Airport	1
Waltman Airport	2
Youngstown Warren Regional Airport	2
Comanche Hospital Heliport	4
Constanza - Expedición 14 de Junio National Airport	3
Savage Island Airport	3
Lakeside Beach Airport	3
Sintra Airport	2
Mid-Dakota Hospital Heliport	2
Baku Lokbatan Airport	4
Calvert Memorial Hospital Heliport	1
Etmc - Pittsburg Heliport	3
Adi Sutjipto International Airport	2
Hawkins Field	2
Richards Field	2
Twycross (Gopsall House) Airstrip	1
Texaco Chemical Company-East Heliport	4
Werner Heliport	2
Jorvin Hospital Heliport	1
Carlisle Regional Medical Center	1
Chan Gurney Municipal Airport	2
Eastern State Hospital EMS Heliport	2
Orielton Airport	3
El Trompillo Airport	1
Queen Anne ER Heliport	2
Williams Grove Heliport	2
Royal Prince Alfred Hospital Helipad	6
Pittsfield Penstone Municipal Airport	1
Rural King Supply Heliport	3
Mulberry Hill Airport	1
Houston Airport	26
Oakdale Army Heliport	1
Lakewood Airpark	2
Lukkien Heliport	1
Pinellas County Mosquito Control Heliport	4
Black & Decker/Parking Lot 2 Heliport	6
Zorg en Hoop Airport	1
International Crossroads Heliport	10
's Gravenwezel heliport	1
Greeley–Weld County Airport	1
Caleta Olivia Airport	8
Helibancosta Heliport	4
Currituck County Regional Airport	2
Creemore Airport	2
Bellows AFS (Bellows Field)	5
Hammersley Hill Heliport	3
Burke Heliport	5
Mesawood Airpark	1
Ferncroft Village Heliport	3
Holly City Heliport	7
Sherman Field	3
Pea Patch Aerodrome	3
Morehead City State Port Terminal Heliport	6
Dalrymples Airport	3
Hinton / Entrance Airport	1
Lee Norse Nr 2 Heliport	3
Woodview Airfield	2
East Farm Heliport	10
North Cedar Airport	2
Denver Police Department-District 3 Heliport	1
Wauregan Heliport	2
Bancroft (North Hastings District Hospital) Heliport	2
Monument Helibase Heliport	5
Lost Mountain Airport	3
Pageland Airport	2
Bentong Airport	2
Reedsburg Municipal Airport	1
Penang International Airport	1
Grovedale Airport	3
Blair Airport	1
Eckerts Airstrip	1
Hospital Distrital de Faro Heliport	2
Franciscan Alliance Inc. Heliport	1
Perris Valley Airport	3
Bilbao Airport	3
Flying 'K' Ranch Ultralightport	3
Brunssum Joint Force Command Heliport	3
South Meadows Heliport	3
Senai International Airport	3
Akwa Ibom International Airport	1
Tunis Carthage International Airport	1
Rambam Heliport	3
Amherst Airport	1
Sundance Airpark	1
Kelly Tractor County Heliport	1
Trenton Airport	2
Bocamanu Airport	3
Ohio Department of Transportation Dist 6 Heliport	9
The Wright Place STOLport	13
Hamburg Airport	2
Westonzoyland Microlight	4
Tatertown Airport	1
Marshall Medical Center South Heliport	2
Appalachian Regional Hospital Heliport	6
Bobs Harries Airport	2
Channel gliding club	4
Madison Municipal Airport	7
Mason District Hospital Heliport	1
Roberts Airport	1
Nurmsi Airport	2
Holiday Sky Ranch Airport	1
50 Washington Street Heliport	5
Faber Airport	3
Pine Mountain Heliport	2
Malcolm McKinnon Airport	3
Lexington Medical Center Heliport	3
Schefferville Airport	1
Pritchard Airport	1
Wimauma Air Park	1
Town Line Airport	2
Hornell Municipal Airport	1
Eagle Lake Community Hospital Heliport	1
South Boston Medical Heliport	1
Swope Farm Airport	1
Moretz Riverside Landing Airport	5
Busselton Regional Airport	1
Arco Butte County Airport	4
Bensheimer Stadtwiesen Airfield	1
Drake Oval Helicopter Landing Site	1
Winch Airfield	2
TLC Airport	1
La Caldera Heliport	1
Newtownards Airport	5
Riddle Memorial Hospital Heliport	7
Gilliam Airport	2
Brewer Airport	7
Delaware Airpark	1
Mac Kinnis Airport	2
Swan Field	9
Melrose Landing Seaplane Base	1
Summer Lakes Seaplane Base	1
RAF Bircotes	2
Riyadh Air Base	3
Tyagarah Airport	1
Foxpine Aerodrome	2
Pio Costa Enterprises Heliport	13
Bridgeport-Cahill Field	4
Monument Heliport	2
Milton (Afi) Heliport	2
Ambersand Beach Seaplane Base	2
Planta Sisor III  Heliport	1
Willow Grove Naval Air Station/Joint Reserve Base	3
B. Churruca Heliport	7
Lumberton Regional Airport	3
Malin Airport	2
Greater Rochester International Airport	4
Chippenham Hospital Heliport	1
Arenal Airport	1
Yucca Valley Airport	3
Chilhowee Gliderport	2
Rockledge Airport	4
Mount Druitt Hospital Heliport	3
St Olav's Hospital Helipad	1
Medical Emergency Gbc Heliport	3
Berg's Field	1
Emmen Air Base	1
Angel's Field	1
Hull Airport	4
Siler City Municipal Airport	1
Lake Shore Hospital Heliport	7
Klaipėda Airport	3
Weiss Dam Heliport	3
De Kalb County Airport	2
Sandbur Ranches Private Airport	2
Colle Field	4
Mountain Empire Airport	2
Brown's Private Airport	1
Robertson Ranch Airport	1
Silverton Municipal Airport	2
Segelflugplatz Konz-Könen	1
Reykjavik Airport	8
Alloy Heliport	8
Dow Jones & Co. Inc. Heliport	1
Community Hospital of De Queen Heliport	1
Sacred Heart Hospital of Pensacola Heliport	3
Georgetown (Georgetown & District Hospital) Heliport	6
Fry Airport	6
Vinton County Airport	2
Portageville Community Heliport	1
Isala Klinieken. Locatie Sophia Heliport	1
Morris Seaplane Base	3
Helitradewinds Heliport	1
Laddingford Aerodrome	2
Saint John Airport	2
Hcph Heliport	4
Port Jervis Fire Department Heliport	4
Curtis Field	7
Bradley Memorial Hospital Heliport	6
Silent Hill Airstrip	2
La Loma Heliport	1
Rörkärr Airport	5
Iliamna Airport	1
Taura Airport	1
Green Landings Airport	6
Baptist Medical Center Attala Heliport	2
Fairview Riverside Medical Center Heliport	1
Wagner Airport	2
Meadowvale Airport	3
Rodríguez Ballón International Airport	1
Tranquility Pad Heliport	3
Marshall Field	1
Schoolcraft County Airport	1
RAF Ashford	2
Little Snoring Airfield	1
Ailertchen Airport	1
Rush Green Airstrip	5
Centro Cívico Grand Bourg Heliport	1
Ashcroft Airfield	4
Rose Field	1
Warner Springs Gliderport Airport	2
Waterford Airport	6
Highland-Winet Airport	1
Bicycle Lake Army Air Field	4
Temple Heliport	4
Tera Ultralightport	2
Neodesha Municipal Airport	1
Michigan International Speedway Heliport	1
Floridian National Golf Club, LLC Heliport	2
Foss Heliport	8
Nulato Airport	1
Station 125 Heliport	8
Meekatharra Airport	1
Alpha Hotel Airport	1
Anapa Vityazevo Airport	1
Tenerife Norte Airport	2
Rolla Downtown Airport	14
Columbia Basin Hospital Heliport	8
Knorr Farm Heliport	2
Caney Municipal Hospital Helicopter Pad Heliport	3
Faisalabad International Airport	1
Mudgee Hospital Helipad	2
Léopold Sédar Senghor International Airport	1
Midway Airport	4
Barbosa Airport	1
Crane Field	2
Mcintosh Field	1
Commerce Business Park Heliport	2
Cliff Hatfield Memorial Airport	1
Divine Providence Hospital Heliport	2
Peijaksen Hospital Heliport	1
Staten Island Airport	5
Charles A. Chase Jr. Memorial Field	2
Linrud Airstrip	1
El Dorado Airport	3
Ferguson Farms Airport	6
Malacca Airport	1
Ningbo Zhangqiao Air Base	1
Bayview Heliport	6
Hospital José Joaquim Fernandes heliport	2
Byrd Field	2
Sagamore Hill Heliport	4
Jackrells Farm	2
Hiserts Airpark Inc Airport	9
Cape Eleuthera Airport	1
Shelby County Airport	5
Regina General Hospital Helipad	1
Uppsala Airport	1
Evergreen Heliport	1
Strohmier Airport	6
Boggabri Airport	1
Santiago Cattle Co. Airport	2
Minikey Airport	1
Châteaubriant Pouancé Airfield	2
Sinai Hospital Heliport	3
Morehaven Airport	3
Kabul International Airport	4
Berlin Lndg Area	3
Three Mile Island Heliport	1
Norton Field	2
New England Memorial Hospital Heliport	3
Anfa Airport	2
Fedex Field Heliport	1
Boeing Military Airplanes Heliport	2
Stier Airstrip	1
Shirley Williams Airport	1
Novant Health UVA Haymarket Medical Center Heliport	14
Spohn-Alice Heliport	7
UZ Leuven Hospital Heliport	2
North Okaloosa Medical Center Heliport	8
Sproston Green Airfield	2
Lubumbashi International Airport	1
Västervik Airport	1
Vista Surgery Center Heliport	6
Round Lake Airport and Seaplane Base	2
Detroit Border Patrol Heliport	5
Sanford Seaplane Base	12
Merimbula Airport	2
Button Airport	5
Santa Rosa Medical Center Heliport	6
Alta Sierra Airport	1
Mott Municipal Airport	1
Christiansted Harbor Seaplane Base	1
Clan Airport	1
Neil Armstrong Airport	6
Pilmuir Farm Airstrip	2
Weedon Field	1
Dornberg-Sontra Airfield	1
Hundley Residence Heliport	2
Roosevelt Memorial Airport	3
Parque Central  Heliport	8
Ada Airport	2
Cofa Buga Heliport	1
Geneva Cointrin International Airport	3
Bra heliport	2
Bowral - Loseby Park Helicopter Landing Site	2
The Tweed Hospital Helipad	2
Greenville Heliport	3
Old Chichen Itzá Airport	1
Volk Airport	1
Sale Airport	1
Shelburne (Roseway Hospital) Heliport	3
Eugenio Maria De Hostos Airport	3
Wellstar Douglas Hospital Heliport	10
RNAS/RAF Donibristle / HMS Merlin	1
Birchwood-Pocono Airport	1
Abraham Lincoln Memorial Hosp Heliport	2
Kenly Airport	3
Buraimi Airport	1
Marina Municipal Airport	2
London-Corbin Airport/Magee Field	7
Antalya International Airport	1
Emsdale Airport	1
Police Pistol Range Heliport	9
Aviosuperficie "Santa Lucia"	1
Golden (Canadian Helicopters) Heliport	1
Wards Long Acres Airport	1
Aeródromo da Pampilhosa	9
IJmuiden Heliport	1
Akron City Hospital Heliport	1
Doering's Port Airport	3
Council Bluffs Municipal Airport	1
Blanchard Valey Regional Health Center Heliport	6
Small Field	1
Rancho San Lorenzo Airport	2
Tatum Airport	2
Ozark Aerodrome	1
Myers-Smith Airport	1
Cudal Airport	1
Knutson Airport	1
Ardmore Airport	4
Stonington Airpark	6
Hôpital Edouard-Herriot Heliport	1
Greenbush Municipal Airport	1
Medical Center of Lewisville Heliport	19
Five Corners Airways Airport	3
Turtman Air Base	2
NBC-TV Heliport	2
Stanhope Airport	3
Stratford Field	1
Sugar Land Regional Airport	2
Frost Field	3
Marlboro Corporate Park Heliport	3
Odessa International Airport	2
Paphos International Airport	5
St. Joseph Medical Center Heliport	7
Rach Heliport	2
Grove General Hospital Heliport	1
Akron General Medical Center Heliport	4
Brüggen Air Base	1
Harare International Airport	2
Block Ranch Airport	2
Ensminger Airport	1
Sanostee Airport	2
Twin Lakes Ranch Airport	1
Deniliquin Airport	1
Williams Airpatch Airport	2
Eagle Creek Airpark	2
Vail Junction Heliport	10
Grand Couronne Heliport	2
Madill Municipal Airport	2
Jordan Valley Hospital Heliport	11
Winfield Airpark	5
Camp Lake Airport	2
Kent State University Airport	5
Carter Flight Park Ultralightport	3
Southwest Alabama Medical Center Heliport	2
Long Pond Landing Heliport	1
Lamia Air Base	1
Welch Municipal Airport	2
Nakskov Airfield	1
Scanlon Airport	1
Priština International Airport	2
Bodin Airport	3
Tenaja Valley Airport	2
Little River Ranch Airport	2
NG Cape May Armory Helistop	4
Samos Airport	2
WBRC-Tv Heliport	1
Seppe Airport	1
Carmi Municipal Airport	2
Mathews Heliport	6
Langeveld Glider Field	1
Gray Army Air Field	3
Williams County Airport	4
Gander (James Paton Memorial Regional Health Centre) Heliport	1
Othello Community Hospital Heliport	2
Vide Bula Heliport	2
Foertsch Airport	3
Tullahoma Regional Arpt/Wm Northern Field	6
Santa Rosa de Lima Airport	1
Franklin Heliport	1
Jacarepaguá - Roberto Marinho Airport	1
Jernigan Drilling Heliport	1
Bellevue Hospital Heliport	2
Army National Guard Heliport	4
Umpqua Airport	1
Stonewall Jackson Hospital Heliport	2
Griffin Associates Heliport	2
Westford Regency Heliport	4
Morningstar North Airport	5
Seaberg Ranch Airport	2
Anna's Airport	2
Norfolk airport	2
Morrison Community Hospital Heliport	1
Federal Center Heliport	10
Grand Glaize Osage Beach Airport	1
Drummond Airport	3
Naval Air Station Rockaway	1
Johnson Island Seaplane Base	1
Day Field	15
Eastmain Mine Airstrip	1
Heavens Gate Ranch Airport	2
Baylor Medical Center Heliport	7
Post Electric Inc Heliport	4
Gary Chicago International Airport	2
Colliers Mills Heliport	2
Warrington Field	1
Heber Valley Hospital Heliport	10
Campbell AAF (Fort Campbell) Air Field	4
Hamilton Hill Airport	5
Bath Airfield	3
James G. Whiting Memorial Field	2
Waldronaire Airport	2
Bothwell Airport	2
A & P Airpark	2
Rgnl West Medical Center Heliport	5
Worland Municipal Airport	2
Milana Heliport	1
Pine Lake Airport	2
Monastir Habib Bourguiba International Airport	2
Pierre Regional Airport	3
Grant Lifeflight 2 Heliport	1
Prairie Lake Private Res Sp Mooring Facility	10
Grosseto Air Base	1
Mc Gill Airport	5
Terrell County Airport	1
Eberswalde-Finow Airport	1
Tatoi Airport	1
Somerset Airport	1
Suai Airport	1
Air Logistics Galliano Heliport	1
Lions Emergency Evac Heliport	4
Lake Arthur Field	3
Knockrome Airstrip	1
Dawson Community Airport	1
Kalkaska City Airport	1
Suboficial Ay Santiago Germano Airport	6
Sioux Gateway Col. Bud Day Field	2
Duke Strip 2	1
Wabash County Hospital Emergency Heliport	5
Vidant Bertie Hospital Heliport	2
Winnipeg / James Armstrong Richardson International Airport	23
Stoney Point (Le Cunff) Airport	1
Charleston Air Force Base-International Airport	3
Novant Health UVA Culpeper Medical Center Heliport	6
Townsend Air Strip	1
Coldstream Airport	2
Nijlen Heliport	1
Adventist Hinsdale Hospital Heliport	2
Holzer Heliport	1
Tercio Ranch Airstrip	1
Big Hill Airport	1
Council Municipal Airport	1
Rinteln Airport	2
Cranbrook/Canadian Rockies International Airport	3
Montebello Seaplane Base	15
Benny White Flying Airport	3
Karlsborg Air Base	1
Cascais Hospital Heliport	2
Athelone Williams Memorial Airport	4
Montijo Airport	1
Biała Podlaska Airfield	2
Lake Sylvan Seaplane Base	1
Glen Innes - Rugby Park Heliport	1
Silverton Junction Heliport	1
Welded Heliport	5
National Starch and Chemical County Heliport	3
Wilkes Barre Wyoming Valley Airport	4
HDMC Holdings LLC Heliport	3
Delta Ultralightport	1
Salonti Airstrip	2
Checkpoint Charlie Airport	3
Eisenbeck Ranch Airport	12
Hepp Airport	2
Olsen Airport	1
Pudding Hill Aerodrome	1
Rose Packing County Heliport	7
Oxenhope Airfield	5
West Parkersburg Seaplane Base	9
Peninsula Hotel Helipad	2
Geneseo Airport	5
Marian Airpark	1
Stockton Municipal Airport	3
Mullumbimby Hospital Helipad	1
Hyvinkää Airfield	4
Imsık Airport	1
Kaunas Gamykla Airport	5
Banff Airport	1
Tioga Municipal Airport	2
Harold Miller Heliport	8
Logan County Airport	2
Meyers Heliport	6
Igor I Sikorsky Memorial Airport	7
Bristol and Gloucestershire Gliding Club	2
Charlottetown Water Aerodrome	5
Ponderosa Heliport	2
Kelleys Island Land Field	2
Imelda Hospital Helipad	2
Ford Island Naval Auxiliary Landing Field	3
Ludwigshafen Unfallklinik Heliport.	1
Columbus Regional Hospital Heliport	7
Daytona Beach International Airport	2
Laurel Hill Farms Airport	1
St John'S Medical Center Heliport	1
Marysville Mediport Heliport	2
Kelch Airport	7
Podhořany Airport	2
Hanover County Municipal Airport	1
Anadarko Municipal Airport	1
Winner's Landing Seaplane Base	4
Martin Miguel De Guemes International Airport	4
Lugano Airport	1
Brown Field	2
A L Mangham Jr. Regional Airport	8
Aviosuperficie Dorgali	1
Laredo Medical Center Heliport	9
Fukushima Airport	1
Davison Army Air Field	3
Lucky Airport	2
Verizon - Basking Ridge Heliport	1
Isedor Iverson Airport	7
Bil-Mitch Airport	2
Woodleaf Aero Estates Airport	1
Quad-City Seaplane Base	5
Rusmar Farms Airport	2
Lake Preston Municipal Airport	1
Northeast Kingdom International Airport	1
Metropolitan Airport	2
Grand Strand Airport	22
Eastman Seaplane Base	1
Rend Lake Conservancy District Heliport	1
Dale Medical Center Heliport	2
Mark Twain St Joseph's Hospital Heliport	10
Palo Alto Airport of Santa Clara County	1
Abdul Rachman Saleh Airport	1
Égletons Airport	3
Di Giorgio Ranch Landing Strip	1
Jaipur International Airport	3
Chris Hadfield Airport	1
Twin Cities Hospital Heliport	2
Air Evac 116 Heliport	1
Hurdle Field	8
Panguitch Municipal Airport	1
Kornegay Private Airport	2
Buena Airport	4
Bayes Airport	1
Hidden River Airport	2
Asheville Regional Airport	10
Crystal River Power Plant Heliport	3
Lakeside State Airport	1
Melia Caribe  Heliport	1
Stan Stamper Municipal Airport	5
Ulundurpet Airstrip	1
Cloverleaf Farms Ii Inc. Heliport	2
Handleman Sky Ranch Airport	5
Walter Sutton's Private Strip	2
Cubero Airport	3
California City Municipal Airport	1
Kleis Airport	2
Moosa Memorial Hospital Heliport	4
Northbrook International Ultraport Ultralightport	3
University of Florida Heliport	1
Valley Regional Heliport	2
Detroit Lakes Airport - Wething Field	5
Dept of Corrections Heliport	1
Airport Bamberg-Breitenau	1
S and C Echelon Heliport	6
Letiště Poličná / Juřinka	2
Boonville Inc Airport	5
Di Stefano Airpark	1
Northwest Waterbird Seaplane Base	6
Birchwood Airport	1
Kinsey RLA Restricted Landing Area	2
Bolton Heliport	3
Covey Hill Airport	1
Mc Curtain County Regional Airport	1
Hawarden Municipal Airport	3
Päijät-Hämeen Central Hospital Heliport	4
Carl Folsom Airport	1
Solar Heliport	1
St. Joseph Mercy Oakland-Bassett Street Helipad	6
Furey Airport	1
Kenley Airport	1
Point Barrow LRRS Airstrip	1
Dunnville (Haldimand War Memorial Hospital) Heliport	2
Jta Asbell Field	1
Rurópolis Airport	1
Strauch Field	4
Precision Chrome Heliport	3
Maus Marineland Seaplane Base	2
Ucluelet Seaplane Base	1
Gallia Meigs Regional Airport	1
Kennedy Stadium Heliport	5
White Oak Farm Heliport	3
Hospital Distrital de Abrantes heliport	1
Menasha Pad Heliport	4
Stamps Field	1
Morn Farm Helipad (Private)	12
Leeming Airport	1
Terrell Community Hospital Heliport	3
Wagner International Airport	1
St Johns College Helispot Heliport	6
Hawkins County Memorial Hospital Heliport	2
Redhill Aerodrome	3
Fresh Pond Heliport	1
Slavonski Jelas Airport	1
Haggin Heliport	6
Freeport Heliport	5
Eilat Airport	2
Sidney - Richland Regional Airport	1
Ryders Skyport	6
Jay Hospital Heliport	1
Manchester Municipal Airport	4
Mercy Hospital & Medical Center Heliport	4
Newfound Valley Airport	3
Krist Island Airport	1
Pluff Mud Field	1
Linden Airport	5
Whittle Airport	4
Marville Montmédy Airfield	1
Dryden Best Western Heliport	6
Archery Park Helipad	1
Newport Helistop	4
Sourasky (Ichilov) Medical Center	7
Caloundra Airport	3
Ørsta-Volda Airport, Hovden	1
Hotel Palmas Heliport	1
Cox Field	3
North Canaan Aviation Facilities Inc Airport	1
Skillet Fork Farm Airport	1
Brook Hill Farm Airport	3
Bridgewater (South Shore Regional Hospital) Heliport	2
Old South Aerodrome	1
